full_name,position,current_team,current_age,years_exp,talent_ppg,availability_score,risk_cv,dcf_value,replacement_value,vorp
Jarren Williams,DB,DET,29,2,5.42,0.53,0.58,0.00,0.00,0.00
Breiden Fehoko,DL,PIT,30,4,3.60,0.63,0.52,0.00,0.00,0.00
Bryce Perkins,QB,CAR,30,5,9.92,0.72,1.41,0.00,0.00,0.00
Lamar Jackson,DB,ATL,28,4,5.80,0.62,0.00,0.00,0.00,0.00
John Brown,WR,BUF,36,8,5.04,0.51,0.00,0.00,0.00,0.00
Nate Sudfeld,QB,DET,33,8,10.21,0.67,-0.71,0.00,0.00,0.00
Jamie Collins,LB,NE,37,9,5.41,0.61,0.73,0.00,0.00,0.00
Zyon Gilbert,DB,PIT,27,2,5.83,0.66,0.95,0.00,0.00,0.00
A.J. Thomas,DB,NE,27,2,5.04,0.64,0.47,0.00,0.00,0.00
Anthony Brown,QB,BUF,28,2,11.05,0.67,1.37,0.00,0.00,0.00
Andrew Brown,DL,BUF,31,5,4.27,0.51,0.38,0.00,0.00,0.00
Taco Charlton,DL,JAX,32,5,4.14,0.56,0.63,0.00,0.00,0.00
Justin Zimmer,DL,MIA,34,6,4.69,0.53,1.09,0.00,0.00,0.00
Vernon Butler,DL,NYG,32,7,3.90,0.55,0.32,0.00,0.00,0.00
Brandon Williams,DL,KC,37,9,4.67,0.61,0.37,0.00,0.00,0.00
Carl Nassib,LB,TB,33,6,5.82,0.76,0.94,0.00,0.00,0.00
Tanner Vallejo,LB,MIN,32,6,3.83,0.74,0.81,0.00,0.00,0.00
Brandin Bryant,DL,BUF,33,6,4.08,0.54,0.56,0.00,0.00,0.00
Quintez Cephus,WR,HOU,28,5,5.33,0.59,0.83,0.00,0.00,0.00
Jeff Smith,WR,ARI,29,5,4.34,0.65,0.87,0.00,0.00,0.00
Xavier Crawford,DB,SEA,31,3,4.27,0.58,0.41,0.00,0.00,0.00
Trey Flowers,LB,NE,33,8,4.92,0.59,0.82,0.00,0.00,0.00
Erik Harris,DB,SF,36,8,6.21,0.66,0.66,0.00,0.00,0.00
Ryder Anderson,DL,NO,28,2,5.30,0.66,0.74,0.00,0.00,0.00
Jared Cook,TE,LAC,39,12,6.48,0.90,0.53,0.00,0.00,0.00
Marcus Allen,LB,PIT,30,4,3.36,0.64,0.44,0.00,0.00,0.00
Josh Reynolds,WR,NYJ,31,8,7.40,0.58,0.71,0.00,0.00,0.00
Samson Ebukam,DL,IND,31,8,6.88,0.84,0.95,0.00,0.00,0.00
Michael Brockers,DL,DET,36,10,4.08,0.65,1.07,0.00,0.00,0.00
Josh Gordon,WR,TEN,35,10,4.83,0.54,1.01,0.00,0.00,0.00
J.J. Watt,DL,ARI,37,11,9.93,0.80,0.86,0.00,0.00,0.00
Jake Kumerow,WR,BUF,34,7,4.51,0.59,0.65,0.00,0.00,0.00
Haason Reddick,LB,TB,32,8,9.18,0.76,0.80,0.00,0.00,0.00
Derek Barnett,DL,HOU,30,8,7.33,0.65,0.84,0.00,0.00,0.00
Tyler Coyle,DB,CLE,28,3,5.19,0.51,1.06,0.00,0.00,0.00
Tre'Quan Smith,WR,DET,30,6,6.30,0.72,0.64,0.00,0.00,0.00
Ben Banogu,DL,DAL,30,4,4.30,0.53,0.42,0.00,0.00,0.00
Grant Haley,DB,LA,30,4,5.36,0.68,0.66,0.00,0.00,0.00
David Njoku,TE,CLE,30,8,8.80,0.76,0.67,0.00,0.00,0.00
Josh Ali,WR,ATL,27,2,0.00,0.62,,0.00,0.00,0.00
Dan Arnold,TE,JAX,31,5,4.14,0.73,0.80,0.00,0.00,0.00
Jonnu Smith,TE,PIT,31,8,7.03,0.83,0.79,0.00,0.00,0.00
Chester Rogers,WR,CLE,32,6,5.10,0.65,0.72,0.00,0.00,0.00
Daniel Sorensen,DB,NO,36,9,6.44,0.78,0.97,0.00,0.00,0.00
Joe Thomas,LB,CHI,35,8,5.41,0.69,1.04,0.00,0.00,0.00
Akeem Spence,DL,SF,35,9,4.00,0.54,0.00,0.00,0.00,0.00
Jake Gervase,LB,MIN,31,4,3.86,0.58,0.35,0.00,0.00,0.00
Kendall Blanton,TE,KC,31,4,3.20,0.55,0.61,0.00,0.00,0.00
Penny Hart,WR,ATL,30,4,3.86,0.64,0.47,0.00,0.00,0.00
Wyatt Ray,DL,MIA,30,5,4.49,0.56,1.37,0.00,0.00,0.00
JuJu Smith-Schuster,WR,KC,30,8,6.33,0.71,0.82,0.00,0.00,0.00
Shi Smith,WR,KC,28,2,4.89,0.72,0.93,0.00,0.00,0.00
Michael Dwumfour,DL,DEN,28,4,4.25,0.61,0.57,0.00,0.00,0.00
Juju Hughes,DB,ARI,28,3,5.44,0.58,1.28,0.00,0.00,0.00
Jacob Phillips,LB,IND,27,5,6.36,0.64,0.96,0.00,0.00,0.00
Tae Crowder,LB,TEN,29,3,6.04,0.81,0.81,0.00,0.00,0.00
Myles Hartsfield,DB,SF,29,3,5.79,0.79,0.71,0.00,0.00,0.00
Tipa Galeai,LB,GB,29,2,4.15,0.58,1.42,0.00,0.00,0.00
Bravvion Roy,DL,BAL,30,3,4.03,0.69,0.80,0.00,0.00,0.00
Christian Ringo,DL,BAL,34,7,4.35,0.58,0.94,0.00,0.00,0.00
Terrell Lewis,LB,PHI,28,4,5.63,0.69,0.87,0.00,0.00,0.00
Darryl Johnson,LB,SEA,29,3,4.76,0.51,0.00,0.00,0.00,0.00
Daniel Wise,DL,KC,30,4,4.54,0.52,0.99,0.00,0.00,0.00
Keke Coutee,WR,MIA,29,5,4.81,0.52,0.47,0.00,0.00,0.00
Marcell Harris,LB,HOU,32,5,5.26,0.62,1.18,0.00,0.00,0.00
Olasunkanmi Adeniyi,LB,TEN,29,4,4.80,0.63,1.17,0.00,0.00,0.00
Bryan Edwards,WR,KC,28,2,6.03,0.68,0.72,0.00,0.00,0.00
Noah Togiai,TE,PHI,29,3,3.26,0.50,0.00,0.00,0.00,0.00
Jamir Jones,LB,PIT,28,2,3.70,0.63,0.70,0.00,0.00,0.00
Stantley Thomas-Oliver,DB,DET,28,4,4.49,0.55,0.47,0.00,0.00,0.00
Tanoh Kpassagnon,DL,IND,32,8,5.77,0.47,1.12,0.00,0.00,0.00
Malcolm Jenkins,DB,NO,39,13,6.43,0.90,0.92,0.00,0.00,0.00
Isaac Yiadom,DB,NO,30,7,5.25,0.62,0.96,0.00,0.00,0.00
Harrison Phillips,DL,NYJ,30,7,4.67,0.84,0.86,0.00,0.00,0.00
Minkah Fitzpatrick,DB,MIA,30,7,8.05,0.82,0.67,0.00,0.00,0.00
Jourdan Lewis,DB,JAX,31,8,7.86,0.71,0.78,0.00,0.00,0.00
Aaron Robinson,DB,NYG,29,3,5.86,0.56,0.71,0.00,0.00,0.00
Rashard Lawrence,DL,HOU,28,3,4.46,0.59,0.85,0.00,0.00,0.00
Caden Sterns,DB,PHI,27,3,6.71,0.69,1.15,0.00,0.00,0.00
Dax Milne,WR,CAR,27,3,3.78,0.67,0.79,0.00,0.00,0.00
Armani Rogers,TE,BUF,29,2,3.09,0.69,0.67,0.00,0.00,0.00
Dennis Houston,WR,TB,27,3,5.37,0.63,0.00,0.00,0.00,0.00
Zech McPhearson,DB,JAX,28,3,4.54,0.66,0.95,0.00,0.00,0.00
Kyron Johnson,LB,TEN,28,2,3.93,0.71,0.47,0.00,0.00,0.00
Tyrie Cleveland,WR,IND,29,4,4.41,0.57,0.76,0.00,0.00,0.00
Aaron Patrick,LB,DEN,29,3,3.60,0.58,0.28,0.00,0.00,0.00
KJ Hamler,WR,BUF,27,5,5.17,0.60,0.53,0.00,0.00,0.00
Tyler Davis,TE,GB,29,4,2.69,0.68,0.58,0.00,0.00,0.00
Cameron Dantzler,DB,MIA,28,5,7.47,0.75,0.62,0.00,0.00,0.00
Dakota Allen,LB,DEN,31,3,3.92,0.57,0.75,0.00,0.00,0.00
Jeremiah Attaochu,LB,LAC,33,8,4.25,0.53,0.24,0.00,0.00,0.00
A.J. Klein,LB,BUF,35,10,5.66,0.65,0.69,0.00,0.00,0.00
Kevin White,WR,NO,34,7,4.48,0.56,0.63,0.00,0.00,0.00
Vinny Curry,DL,NYJ,38,10,4.29,0.71,0.57,0.00,0.00,0.00
Chris Harris,DB,NO,37,11,6.27,0.72,0.73,0.00,0.00,0.00
Will Parks,DB,NYJ,32,6,4.53,0.61,0.90,0.00,0.00,0.00
Marshon Lattimore,DB,WAS,30,8,7.48,0.61,0.77,0.00,0.00,0.00
Christian Jones,LB,SEA,35,8,3.67,0.60,0.49,0.00,0.00,0.00
Chris Banjo,DB,ARI,36,9,3.81,0.63,0.55,0.00,0.00,0.00
Dez Fitzpatrick,WR,LAC,29,3,5.22,0.53,1.22,0.00,0.00,0.00
Jonathan Kongbo,DL,DEN,30,2,4.47,0.62,0.00,0.00,0.00,0.00
Saivion Smith,DB,DET,29,3,5.18,0.50,0.00,0.00,0.00,0.00
Michael Thomas,DB,CIN,36,11,4.22,0.60,0.84,0.00,0.00,0.00
Cole Beasley,WR,NYG,37,11,7.42,0.73,0.82,0.00,0.00,0.00
Danny Gray,WR,PHI,27,3,4.74,0.65,0.54,0.00,0.00,0.00
Marcus Johnson,WR,NYG,32,6,5.44,0.64,1.07,0.00,0.00,0.00
De'Shaan Dixon,DL,JAX,28,2,0.00,0.60,,0.00,0.00,0.00
Josh Thompson,DB,ATL,28,3,4.96,0.64,0.00,0.00,0.00,0.00
Denzel Mims,WR,PIT,29,4,4.92,0.66,0.63,0.00,0.00,0.00
Jacob Harris,WR,TB,29,4,4.58,0.54,0.12,0.00,0.00,0.00
Milo Eifler,LB,SF,28,4,4.49,0.65,0.76,0.00,0.00,0.00
Clay Johnston,LB,CIN,30,3,3.79,0.62,0.91,0.00,0.00,0.00
Derrek Tuszka,LB,LAC,30,2,3.73,0.68,1.30,0.00,0.00,0.00
Trayvon Mullen,DB,BAL,29,5,5.90,0.62,1.04,0.00,0.00,0.00
Shaka Toney,DL,WAS,28,2,4.87,0.55,0.86,0.00,0.00,0.00
Mason Schreck,TE,HOU,33,6,3.17,0.64,0.33,0.00,0.00,0.00
Miller Forristall,TE,LA,28,3,0.00,0.49,,0.00,0.00,0.00
Rachad Wildgoose,DB,DET,26,3,5.01,0.58,0.90,0.00,0.00,0.00
Daviyon Nixon,DL,MIA,28,3,4.09,0.55,0.69,0.00,0.00,0.00
Shaun Bradley,LB,KC,29,4,3.70,0.64,0.84,0.00,0.00,0.00
Marquez Callaway,WR,LV,28,5,6.64,0.79,0.72,0.00,0.00,0.00
Deionte Thompson,DB,JAX,29,3,4.63,0.53,0.53,0.00,0.00,0.00
Will Bradley-King,DL,SF,29,4,4.46,0.51,0.81,0.00,0.00,0.00
Teez Tabor,DB,SEA,31,6,4.78,0.55,0.50,0.00,0.00,0.00
Joe Schobert,LB,TEN,33,6,5.77,0.74,0.70,0.00,0.00,0.00
J.P. Holtz,TE,NO,33,7,3.12,0.51,0.38,0.00,0.00,0.00
Christian Covington,DL,LAC,33,8,4.40,0.64,0.83,0.00,0.00,0.00
Andrew Adams,DB,BAL,33,7,6.17,0.75,1.02,0.00,0.00,0.00
Richard LeCounte,DB,TB,28,2,4.96,0.51,0.00,0.00,0.00,0.00
Malik Hooker,DB,DAL,30,8,5.31,0.79,0.84,0.00,0.00,0.00
Raleigh Webb,WR,TB,29,2,0.00,0.62,,0.00,0.00,0.00
Evan Engram,TE,DEN,32,8,8.63,0.82,0.71,0.00,0.00,0.00
Deatrich Wise,DL,WAS,32,8,6.90,0.63,0.97,0.00,0.00,0.00
Josh Thomas,DB,CAR,30,3,0.00,0.60,,0.00,0.00,0.00
Budda Baker,DB,ARI,30,8,8.56,0.85,0.65,0.00,0.00,0.00
Davon Godchaux,DL,NO,32,8,3.53,0.72,0.88,0.00,0.00,0.00
David Moa,DL,TEN,30,3,4.38,0.51,0.47,0.00,0.00,0.00
Solomon Thomas,DL,DAL,31,8,5.34,0.67,0.89,0.00,0.00,0.00
Dawuane Smoot,DL,JAX,31,8,5.94,0.63,0.92,0.00,0.00,0.00
Frank Darby,WR,ATL,29,2,4.91,0.53,0.30,0.00,0.00,0.00
Adoree' Jackson,DB,PHI,31,8,7.14,0.72,0.71,0.00,0.00,0.00
Henry Mondeaux,DL,JAX,31,5,4.18,0.61,1.25,0.00,0.00,0.00
Keelan Cole,WR,LV,33,6,5.57,0.74,0.74,0.00,0.00,0.00
Dezmon Patmon,WR,CAR,28,3,5.18,0.53,0.70,0.00,0.00,0.00
Chris Jackson,DB,TEN,28,2,5.05,0.62,0.72,0.00,0.00,0.00
Chris Claybrooks,DB,JAX,29,3,3.92,0.69,1.34,0.00,0.00,0.00
Kendall Hinton,WR,DEN,29,3,4.71,0.74,0.65,0.00,0.00,0.00
Terrance Mitchell,DB,SF,34,9,6.95,0.76,0.78,0.00,0.00,0.00
Brandon Copeland,LB,BAL,35,9,4.54,0.66,0.99,0.00,0.00,0.00
Jon Bostic,LB,WAS,35,9,4.06,0.63,0.48,0.00,0.00,0.00
Jonathan Garvin,LB,CHI,27,5,4.22,0.66,0.76,0.00,0.00,0.00
Ryan Connelly,LB,NO,31,4,4.17,0.53,0.00,0.00,0.00,0.00
Devin Asiasi,TE,TEN,29,3,3.36,0.62,0.00,0.00,0.00,0.00
Andrew Dowell,LB,NO,30,5,3.83,0.62,0.73,0.00,0.00,0.00
Tyron Johnson,WR,DAL,30,5,4.58,0.55,0.68,0.00,0.00,0.00
Justin Layne,DB,CAR,28,3,4.05,0.62,0.92,0.00,0.00,0.00
Marquan McCall,DL,LV,27,2,4.37,0.69,0.70,0.00,0.00,0.00
Kyle Rudolph,TE,TB,37,11,3.93,0.67,0.57,0.00,0.00,0.00
Kyler Fackrell,LB,BAL,35,6,5.14,0.82,1.00,0.00,0.00,0.00
Del'Shawn Phillips,LB,LAC,30,6,4.17,0.47,1.29,0.00,0.00,0.00
Olamide Zaccheaus,WR,CHI,29,6,6.39,0.77,0.76,0.00,0.00,0.00
Jake Haener,QB,NO,27,2,8.91,0.70,1.36,0.00,0.00,0.00
Felix Anudike-Uzomah,DL,KC,24,2,5.32,0.68,0.74,0.00,0.00,0.00
Jaydon Mickens,WR,IND,32,7,4.87,0.71,0.56,0.00,0.00,0.00
Jared Norris,LB,WAS,33,5,4.30,0.71,0.38,0.00,0.00,0.00
Jordan Jenkins,DL,LV,32,6,5.34,0.76,1.25,0.00,0.00,0.00
Rashad Weaver,LB,LAC,29,4,6.09,0.64,0.98,0.00,0.00,0.00
Keisean Nixon,DB,GB,29,6,8.06,0.79,0.75,0.00,0.00,0.00
Brandon Wilson,DB,IND,32,6,4.77,0.71,0.00,0.00,0.00,0.00
Jordan Evans,LB,CIN,31,4,4.17,0.72,0.00,0.00,0.00,0.00
Vincent Taylor,DL,ATL,32,5,4.47,0.68,0.00,0.00,0.00,0.00
Will Levis,QB,TEN,27,2,12.35,0.74,0.61,0.00,0.00,0.00
Anfernee Orji,LB,TEN,26,2,4.37,0.69,0.97,0.00,0.00,0.00
Trey Palmer,WR,NO,25,2,5.70,0.76,0.72,0.00,0.00,0.00
Keondre Coburn,DL,LV,26,2,3.77,0.49,0.51,0.00,0.00,0.00
Linval Joseph,DL,DAL,38,14,4.27,0.56,1.08,0.00,0.00,0.00
Rodney McLeod Jr.,DB,CLE,36,12,6.03,0.73,0.79,0.00,0.00,0.00
Nelson Agholor,WR,BAL,33,9,5.77,0.76,0.77,0.00,0.00,0.00
Justin Reid,DB,NO,29,7,8.05,0.84,0.73,0.00,0.00,0.00
Jimmie Ward,DB,HOU,35,11,7.33,0.71,0.93,0.00,0.00,0.00
Tre Flowers,DB,PIT,31,7,4.32,0.54,0.76,0.00,0.00,0.00
Levi Wallace,DB,DEN,31,6,6.58,0.74,0.93,0.00,0.00,0.00
Takk McKinley,DL,NYJ,31,7,4.62,0.49,0.92,0.00,0.00,0.00
Mack Hollins,WR,NE,33,8,6.93,0.77,0.68,0.00,0.00,0.00
Ed Oliver,DL,BUF,29,6,9.40,0.63,0.82,0.00,0.00,0.00
Byron Murphy,DB,MIN,28,6,8.63,0.84,0.79,0.00,0.00,0.00
Donovan Wilson,DB,DAL,31,6,7.58,0.83,0.72,0.00,0.00,0.00
Matt Milano,LB,BUF,32,8,9.30,0.61,0.72,0.00,0.00,0.00
Zach Allen,DL,DEN,29,6,10.17,0.86,0.68,0.00,0.00,0.00
Josh Oliver,TE,MIN,29,6,3.92,0.62,0.86,0.00,0.00,0.00
Mack Wilson,LB,ARI,28,6,6.77,0.70,0.98,0.00,0.00,0.00
Azeez Al-Shaair,LB,HOU,29,6,8.31,0.76,0.66,0.00,0.00,0.00
Jamal Adams,LB,LV,31,8,5.27,0.58,0.80,0.00,0.00,0.00
Oshane Ximines,LB,NE,30,5,4.44,0.46,0.95,0.00,0.00,0.00
Ka'dar Hollman,DB,HOU,32,5,4.70,0.53,1.38,0.00,0.00,0.00
Trenton Irwin,WR,NYJ,31,6,5.51,0.52,0.91,0.00,0.00,0.00
Kylie Fitts,LB,ARI,32,3,4.41,0.71,0.89,0.00,0.00,0.00
C.J. Gardner-Johnson,DB,CHI,29,6,10.12,0.68,0.76,0.00,0.00,0.00
Anthony Nelson,LB,TB,29,6,6.72,0.76,1.05,0.00,0.00,0.00
Armani Watts,DB,IND,30,4,4.63,0.76,0.94,0.00,0.00,0.00
Luke Gifford,LB,SF,31,6,3.99,0.51,1.02,0.00,0.00,0.00
Torry McTyer,DB,WAS,31,4,5.34,0.69,1.02,0.00,0.00,0.00
Tershawn Wharton,DL,CAR,28,5,6.21,0.56,0.93,0.00,0.00,0.00
T.J. Green,DB,HOU,31,5,5.32,0.71,1.26,0.00,0.00,0.00
Hayden Hurst,TE,LAC,33,6,5.26,0.62,0.69,0.00,0.00,0.00
Sam Hubbard,DL,CIN,31,6,8.90,0.80,0.79,0.00,0.00,0.00
Nick Thurman,DL,CAR,31,6,3.38,0.54,0.54,0.00,0.00,0.00
Brandon Powell,WR,MIN,31,6,4.62,0.61,0.84,0.00,0.00,0.00
Justin Jones,DL,ARI,30,7,6.53,0.68,0.73,0.00,0.00,0.00
Gerald Everett,TE,CHI,32,7,6.62,0.73,0.59,0.00,0.00,0.00
Michael Pierce,DL,BAL,34,9,5.24,0.59,1.09,0.00,0.00,0.00
Kaden Smith,TE,WAS,29,4,3.05,0.72,0.66,0.00,0.00,0.00
Laviska Shenault Jr.,WR,BUF,28,5,4.90,0.65,0.76,0.00,0.00,0.00
Raekwon Davis,DL,IND,29,4,3.45,0.63,0.92,0.00,0.00,0.00
Levi Onwuzurike,DL,DET,28,4,4.32,0.68,0.78,0.00,0.00,0.00
Jeremiah Owusu-Koramoah,LB,CLE,27,4,9.93,0.74,0.75,0.00,0.00,0.00
Payton Turner,DL,DAL,27,4,6.08,0.47,1.07,0.00,0.00,0.00
Kyle Trask,QB,ATL,28,4,8.83,0.39,3.82,0.00,0.00,0.00
Khalil Davis,DL,SF,30,4,5.56,0.61,0.82,0.00,0.00,0.00
Byron Cowart,DL,NYJ,30,6,4.30,0.67,1.00,0.00,0.00,0.00
David Long Jr.,LB,TEN,30,5,6.74,0.75,0.72,0.00,0.00,0.00
Malik McDowell,DL,CLE,30,4,4.82,0.88,0.92,0.00,0.00,0.00
Christian Wilkins,DL,LV,31,5,8.82,0.77,0.65,0.00,0.00,0.00
Brevin Jordan,TE,HOU,26,4,3.93,0.52,0.76,0.00,0.00,0.00
Jakeem Grant,WR,ATL,34,8,4.86,0.78,1.18,0.00,0.00,0.00
Casey Toohill,DL,HOU,30,5,4.67,0.69,0.96,0.00,0.00,0.00
James Smith-Williams,DL,ATL,29,4,5.21,0.64,0.84,0.00,0.00,0.00
Blake Cashman,LB,MIN,30,6,8.87,0.71,0.77,0.00,0.00,0.00
Mike Jackson,DB,CAR,29,6,8.89,0.79,0.66,0.00,0.00,0.00
Charles Omenihu,DL,KC,29,6,6.20,0.64,0.93,0.00,0.00,0.00
Marqui Christian,DB,CHI,32,5,4.46,0.75,0.66,0.00,0.00,0.00
Blake Jarwin,TE,DAL,32,4,3.93,0.76,0.59,0.00,0.00,0.00
Erik Ezukanma,WR,JAX,26,3,4.87,0.35,0.52,0.00,0.00,0.00
Rod Williams,TE,PIT,26,2,2.87,0.47,0.00,0.00,0.00,0.00
Kana'i Mauga,LB,PIT,26,3,4.17,0.43,0.00,0.00,0.00,0.00
James O'Shaughnessy,TE,MIN,34,7,4.65,0.76,0.40,0.00,0.00,0.00
Trent Taylor,WR,SF,32,8,4.36,0.36,0.96,0.00,0.00,0.00
Yannick Ngakoue,DL,NE,31,8,7.74,0.64,0.79,0.00,0.00,0.00
Odell Beckham Jr.,WR,MIA,34,10,7.53,0.68,0.74,0.00,0.00,0.00
Kevon Seymour,DB,WAS,33,9,4.63,0.38,1.25,0.00,0.00,0.00
Julian Okwara,LB,CLE,29,5,6.11,0.54,0.95,0.00,0.00,0.00
Bobby Price,DB,WAS,28,5,4.26,0.38,1.18,0.00,0.00,0.00
Daniel Brown,TE,NYJ,34,6,3.24,0.69,0.82,0.00,0.00,0.00
Stephon Gilmore,DB,MIN,36,12,6.83,0.83,0.78,0.00,0.00,0.00
Nick Dzubnar,LB,TEN,35,6,3.93,0.75,0.23,0.00,0.00,0.00
MyCole Pruitt,TE,PIT,34,9,3.40,0.58,0.75,0.00,0.00,0.00
Chris Conley,WR,SF,34,9,4.43,0.44,0.88,0.00,0.00,0.00
Lawrence Guy,DL,CIN,36,13,3.87,0.58,0.84,0.00,0.00,0.00
Tim Boyle,QB,NYG,32,6,10.31,0.39,1.15,0.00,0.00,0.00
Collin Johnson,WR,LV,29,5,4.23,0.44,0.92,0.00,0.00,0.00
Montez Sweat,DL,CHI,30,6,10.58,0.83,0.76,0.00,0.00,0.00
Nicholas Morrow,LB,PHI,31,7,8.13,0.65,0.85,0.00,0.00,0.00
John Ross,WR,PHI,31,7,4.90,0.52,0.99,0.00,0.00,0.00
Tyus Bowser,LB,MIA,31,7,5.86,0.63,1.04,0.00,0.00,0.00
Zach Pascal,WR,ARI,32,7,4.55,0.56,1.04,0.00,0.00,0.00
Angelo Blackson,DL,ARI,34,9,4.27,0.53,1.16,0.00,0.00,0.00
Joshua Paschal,DL,DET,27,3,5.65,0.62,1.09,0.00,0.00,0.00
Bryce Ford-Wheaton,WR,NYG,26,2,4.65,0.59,0.43,0.00,0.00,0.00
Malik Herring,DL,KC,29,4,4.76,0.45,1.34,0.00,0.00,0.00
Otis Reese,LB,NE,28,2,5.12,0.50,1.21,0.00,0.00,0.00
Tanner McCalister,DB,DEN,26,2,5.18,0.39,0.00,0.00,0.00,0.00
Brian Asamoah II,LB,CIN,26,3,4.09,0.43,0.83,0.00,0.00,0.00
Tarvarius Moore,DB,CHI,30,6,3.86,0.57,0.59,0.00,0.00,0.00
Sam Eguavoen,LB,NYJ,33,5,3.33,0.46,0.73,0.00,0.00,0.00
Ben Niemann,LB,LA,31,7,3.71,0.64,0.84,0.00,0.00,0.00
Tony Brown,DB,CLE,31,7,5.84,0.39,0.69,0.00,0.00,0.00
Joey Blount,DB,ARI,28,3,4.14,0.47,0.96,0.00,0.00,0.00
Mike Greene,DL,TB,27,3,4.30,0.41,0.00,0.00,0.00,0.00
Jayden Peevy,DL,NO,27,3,5.38,0.58,0.82,0.00,0.00,0.00
Starling Thomas V,DB,ARI,26,2,5.39,0.79,0.68,0.00,0.00,0.00
Amari Burney,LB,TEN,26,2,4.71,0.55,0.98,0.00,0.00,0.00
Chris Smith,DL,DET,27,2,4.51,0.53,0.00,0.00,0.00,0.00
Eric Ebron,TE,PIT,33,7,3.65,0.75,0.70,0.00,0.00,0.00
Noah Brown,WR,WAS,30,8,7.34,0.58,0.84,0.00,0.00,0.00
Dorance Armstrong,DL,WAS,29,7,8.23,0.71,0.81,0.00,0.00,0.00
Charles Harris,DL,PHI,31,7,6.51,0.61,1.01,0.00,0.00,0.00
Luke Masterson,LB,LV,28,2,4.57,0.54,0.65,0.00,0.00,0.00
J.J. Russell,LB,ARI,28,3,4.35,0.51,1.15,0.00,0.00,0.00
Troy Andersen,LB,ATL,27,3,6.41,0.54,1.01,0.00,0.00,0.00
Jeremiah Ledbetter,DL,NYG,32,8,4.95,0.54,0.70,0.00,0.00,0.00
Raekwon McMillan,LB,TEN,31,7,4.70,0.70,0.64,0.00,0.00,0.00
Da'Shawn Hand,DL,LAC,31,7,5.48,0.60,0.72,0.00,0.00,0.00
Shaquille Quarterman,LB,LAC,29,4,3.32,0.45,0.77,0.00,0.00,0.00
Khaleke Hudson,LB,CLE,29,4,4.90,0.51,1.20,0.00,0.00,0.00
Ogbo Okoronkwo,LB,PHI,31,7,6.41,0.73,0.93,0.00,0.00,0.00
Duke Riley,LB,WAS,32,8,4.05,0.59,0.77,0.00,0.00,0.00
Kamu Grugier-Hill,LB,MIN,32,8,5.97,0.71,1.14,0.00,0.00,0.00
Dean Lowry,DL,PIT,32,9,4.97,0.54,0.88,0.00,0.00,0.00
Isaiah Land,DL,DAL,26,2,4.49,0.44,0.82,0.00,0.00,0.00
Nesta Jade Silvera,DL,LAC,26,2,4.11,0.43,0.28,0.00,0.00,0.00
Cory Trice Jr.,DB,PIT,26,2,6.13,0.61,0.44,0.00,0.00,0.00
Grant DuBose,WR,BUF,25,2,4.97,0.57,0.68,0.00,0.00,0.00
DeShawn Williams,DL,CAR,34,9,4.46,0.69,1.19,0.00,0.00,0.00
Taylor Heinicke,QB,LAC,33,10,13.16,0.57,0.56,0.00,0.00,0.00
Skylar Thompson,QB,PIT,29,3,9.91,0.54,0.86,0.00,0.00,0.00
Peyton Hendershot,TE,KC,27,2,3.04,0.54,0.76,0.00,0.00,0.00
David Bell,WR,CLE,26,3,4.40,0.53,0.96,0.00,0.00,0.00
Irvin Charles,WR,NYJ,29,3,3.88,0.53,0.36,0.00,0.00,0.00
Janarius Robinson,DL,KC,28,4,4.42,0.51,0.92,0.00,0.00,0.00
Darius Philon,DL,LV,32,6,5.78,0.78,0.87,0.00,0.00,0.00
Isaiahh Loudermilk,DL,PIT,29,4,3.20,0.56,0.78,0.00,0.00,0.00
AJ Finley,DB,SEA,25,2,4.33,0.49,0.56,0.00,0.00,0.00
Tavon Young,DB,CHI,32,6,5.77,0.87,1.14,0.00,0.00,0.00
Jerry Hughes,DL,HOU,38,14,6.56,0.58,1.15,0.00,0.00,0.00
Ronnie Bell,WR,NO,26,2,4.84,0.39,0.77,0.00,0.00,0.00
Clayton Tune,QB,GB,27,2,7.53,0.42,1.93,0.00,0.00,0.00
Juan Thornhill,DB,JAX,31,6,5.89,0.68,0.80,0.00,0.00,0.00
Kaden Elliss,LB,ATL,31,6,9.60,0.86,0.68,0.00,0.00,0.00
Anthony Pittman,LB,DET,30,6,3.60,0.32,0.70,0.00,0.00,0.00
Tyrel Dodson,LB,MIA,28,6,8.98,0.74,0.73,0.00,0.00,0.00
Dede Westbrook,WR,GB,33,5,4.50,0.79,0.58,0.00,0.00,0.00
Will Mallory,TE,IND,27,2,3.23,0.42,0.78,0.00,0.00,0.00
Tanner Ingle,DB,LA,27,2,5.18,0.50,0.00,0.00,0.00,0.00
Sal Cannella,TE,CLE,30,4,3.46,0.50,0.00,0.00,0.00,0.00
Joey Bosa,DL,BUF,31,9,8.70,0.70,0.77,0.00,0.00,0.00
Chris Blair,WR,ATL,29,5,4.81,0.38,0.49,0.00,0.00,0.00
Shane Zylstra,TE,DET,30,4,3.99,0.35,1.34,0.00,0.00,0.00
Marlon Davidson,DL,HOU,28,5,4.77,0.43,1.08,0.00,0.00,0.00
C.J. Henderson,DB,ATL,28,5,6.62,0.59,0.75,0.00,0.00,0.00
Kevin Byard,DB,CHI,33,9,8.99,0.91,0.70,0.00,0.00,0.00
